gene_id	status
LOC5508369	unmethylated
LOC5508350	unmethylated
LOC116608842	unmethylated
LOC5508355	unmethylated
LOC125567947	unmethylated
LOC5508357	unmethylated
LOC5508358	unmethylated
LOC5508371	unmethylated
LOC5508359	unmethylated
LOC5508372	unmethylated
LOC116615474	unmethylated
LOC116615492	unmethylated
LOC116615494	unmethylated
LOC116615481	unmethylated
LOC5508586	unmethylated
LOC125567915	unmethylated
LOC125568019	unmethylated
LOC5508593	unmethylated
LOC5508577	unmethylated
LOC5508591	unmethylated
LOC5508580	unmethylated
LOC116615618	unmethylated
LOC116615592	unmethylated
LOC116615610	unmethylated
LOC5508581	unmethylated
LOC116615614	unmethylated
LOC116615617	unmethylated
LOC5502006	unmethylated
LOC5508578	unmethylated
LOC5508596	unmethylated
LOC5508582	unmethylated
LOC116615615	unmethylated
LOC5508592	unmethylated
LOC5508588	unmethylated
LOC5508600	unmethylated
LOC5508613	unmethylated
LOC5508614	unmethylated
LOC116615611	unmethylated
LOC116615595	unmethylated
LOC5508606	unmethylated
LOC125567855	unmethylated
LOC125567854	unmethylated
LOC5508609	unmethylated
LOC5508626	unmethylated
LOC5508627	unmethylated
LOC5508611	unmethylated
LOC5519763	unmethylated
LOC5519775	unmethylated
LOC125567921	unmethylated
LOC5519768	unmethylated
LOC5519765	unmethylated
LOC5519762	unmethylated
LOC5519772	unmethylated
LOC116603500	unmethylated
LOC5519758	unmethylated
LOC116603490	unmethylated
LOC5519764	unmethylated
LOC5519761	unmethylated
LOC116607873	unmethylated
LOC116607872	unmethylated
LOC5519856	unmethylated
LOC5519860	unmethylated
LOC5519861	unmethylated
LOC5519864	unmethylated
LOC5519867	unmethylated
LOC5519789	unmethylated
LOC5519870	unmethylated
LOC5519791	unmethylated
LOC5519873	unmethylated
LOC116603515	unmethylated
LOC5519794	unmethylated
LOC5519795	unmethylated
LOC5519796	unmethylated
LOC5519875	unmethylated
LOC5519797	unmethylated
LOC5519876	unmethylated
LOC5519877	unmethylated
LOC5519799	unmethylated
LOC5519801	unmethylated
LOC116603440	unmethylated
LOC5519802	unmethylated
LOC5519880	unmethylated
LOC5519884	unmethylated
LOC5519805	unmethylated
LOC116603494	unmethylated
LOC5519886	unmethylated
LOC5519809	unmethylated
LOC5519891	unmethylated
LOC5519890	unmethylated
LOC5519892	unmethylated
LOC5519894	unmethylated
LOC5519812	unmethylated
LOC125556663	unmethylated
LOC5519814	unmethylated
LOC5519815	unmethylated
LOC5519816	unmethylated
LOC5519898	unmethylated
LOC116618411	unmethylated
LOC116603455	unmethylated
LOC5519900	unmethylated
LOC125567864	unmethylated
LOC116603454	unmethylated
LOC5519902	unmethylated
LOC5519820	unmethylated
LOC5519821	unmethylated
LOC5519823	unmethylated
LOC5519824	unmethylated
LOC116603512	unmethylated
LOC116603499	unmethylated
LOC5519826	unmethylated
LOC5519827	unmethylated
LOC116603475	unmethylated
LOC5519912	unmethylated
LOC116603477	unmethylated
LOC116603476	unmethylated
LOC116603478	unmethylated
LOC5519830	unmethylated
LOC5519915	unmethylated
LOC116603437	unmethylated
LOC5519831	unmethylated
LOC5519916	unmethylated
LOC5519917	unmethylated
LOC116603525	unmethylated
LOC116603474	unmethylated
LOC116603461	unmethylated
LOC116603464	unmethylated
LOC116603462	unmethylated
LOC125567923	unmethylated
LOC116603505	unmethylated
LOC5519836	unmethylated
LOC5519919	unmethylated
LOC5519837	unmethylated
LOC116603470	unmethylated
LOC125567888	unmethylated
LOC125567887	unmethylated
LOC5519920	unmethylated
LOC5519839	unmethylated
LOC116603487	unmethylated
LOC5519925	unmethylated
LOC5519927	unmethylated
LOC116603521	unmethylated
LOC5519929	unmethylated
LOC5519845	unmethylated
LOC5503777	unmethylated
LOC5503791	unmethylated
LOC5503793	unmethylated
LOC5503781	unmethylated
LOC116611624	unmethylated
LOC5503780	unmethylated
LOC5503802	unmethylated
LOC5503806	unmethylated
LOC5503785	unmethylated
LOC5503805	unmethylated
LOC116611626	unmethylated
LOC5503803	unmethylated
LOC5503792	unmethylated
LOC5501717	unmethylated
LOC5501715	unmethylated
LOC116608936	unmethylated
LOC116601143	unmethylated
LOC5501714	unmethylated
LOC125568021	unmethylated
LOC5512012	unmethylated
LOC5512005	unmethylated
LOC5512003	unmethylated
LOC5512023	unmethylated
LOC5512039	unmethylated
LOC116614356	unmethylated
LOC5512040	unmethylated
LOC5498142	unmethylated
LOC5500193	unmethylated
LOC116618086	unmethylated
LOC5512027	unmethylated
LOC5499668	unmethylated
LOC116618100	unmethylated
LOC5512031	unmethylated
LOC5512032	unmethylated
LOC116618074	unmethylated
LOC5512033	unmethylated
LOC5512053	unmethylated
LOC5520896	unmethylated
LOC5520918	unmethylated
LOC5520900	unmethylated
LOC5520911	unmethylated
LOC5520912	unmethylated
LOC5520902	unmethylated
LOC5520899	unmethylated
LOC5520904	unmethylated
LOC5520919	unmethylated
LOC116604125	unmethylated
LOC5520909	unmethylated
LOC125567926	unmethylated
LOC5520910	unmethylated
LOC5521024	unmethylated
LOC5520922	unmethylated
LOC5521027	unmethylated
LOC5520923	unmethylated
LOC116604112	unmethylated
LOC5520927	unmethylated
LOC5521029	unmethylated
LOC5521030	unmethylated
LOC5520929	unmethylated
LOC5521037	unmethylated
LOC5521038	unmethylated
LOC125568071	unmethylated
LOC5520934	unmethylated
LOC5520936	unmethylated
LOC5520940	unmethylated
LOC125567927	unmethylated
LOC5500624	unmethylated
LOC5521041	unmethylated
LOC5521042	unmethylated
LOC125567973	unmethylated
LOC5520942	unmethylated
LOC5521044	unmethylated
LOC116604095	unmethylated
LOC5521045	unmethylated
LOC116604140	unmethylated
LOC5520947	unmethylated
LOC5520948	unmethylated
LOC5521047	unmethylated
LOC5521050	unmethylated
LOC125556662	unmethylated
LOC5521051	unmethylated
LOC116604109	unmethylated
LOC125567928	unmethylated
LOC5521056	unmethylated
LOC5520962	unmethylated
LOC5521062	unmethylated
LOC5520964	unmethylated
LOC5520965	unmethylated
LOC116604167	unmethylated
LOC116604150	unmethylated
LOC5521069	unmethylated
LOC5521071	unmethylated
LOC5520981	unmethylated
LOC116604106	unmethylated
LOC5520984	unmethylated
LOC5520986	unmethylated
LOC5521076	unmethylated
LOC116604156	unmethylated
LOC5520987	unmethylated
LOC5521079	unmethylated
LOC5520990	unmethylated
LOC5520993	unmethylated
LOC125567929	unmethylated
LOC125567930	unmethylated
LOC116604100	unmethylated
LOC5521084	unmethylated
LOC5500822	unmethylated
LOC5500825	unmethylated
LOC5499670	unmethylated
LOC5507485	unmethylated
LOC5507473	unmethylated
LOC5507471	unmethylated
LOC5507462	unmethylated
LOC125567851	unmethylated
LOC5506716	unmethylated
LOC5506700	unmethylated
LOC5506705	unmethylated
LOC5506706	unmethylated
LOC5506699	unmethylated
LOC116601122	unmethylated
LOC116614309	unmethylated
LOC125556786	unmethylated
LOC116614307	unmethylated
LOC5506731	unmethylated
LOC5506736	unmethylated
LOC5515179	unmethylated
LOC5515175	unmethylated
LOC5515174	unmethylated
LOC116619738	unmethylated
LOC125567934	unmethylated
LOC116619742	unmethylated
LOC5515147	unmethylated
LOC5515145	unmethylated
LOC5515141	unmethylated
LOC116619710	unmethylated
LOC5515137	unmethylated
LOC5515134	unmethylated
LOC5515132	unmethylated
LOC5515131	unmethylated
LOC5515130	unmethylated
LOC5515125	unmethylated
LOC125567965	unmethylated
LOC116619731	unmethylated
LOC116619722	unmethylated
LOC5515168	unmethylated
LOC125567935	unmethylated
LOC5515162	unmethylated
LOC125567936	unmethylated
LOC5515160	unmethylated
LOC5515118	unmethylated
LOC5515158	unmethylated
LOC5515159	unmethylated
LOC5515157	unmethylated
LOC5515108	unmethylated
LOC116619718	unmethylated
LOC5515114	unmethylated
LOC116604067	unmethylated
LOC116619736	unmethylated
LOC5515109	unmethylated
LOC5515100	unmethylated
LOC5501420	unmethylated
LOC5515101	unmethylated
LOC5515110	unmethylated
LOC5515111	unmethylated
LOC125567993	unmethylated
LOC5515095	unmethylated
LOC116619717	unmethylated
LOC5503586	unmethylated
LOC116611525	unmethylated
LOC116609459	unmethylated
LOC125568044	unmethylated
LOC125567850	unmethylated
LOC125567849	unmethylated
LOC116609457	unmethylated
LOC125568045	unmethylated
LOC116609454	unmethylated
LOC5502009	unmethylated
LOC5509262	unmethylated
LOC5509242	unmethylated
LOC125567957	unmethylated
LOC116616196	unmethylated
LOC5509256	unmethylated
LOC116616192	unmethylated
LOC5509254	unmethylated
LOC5509249	unmethylated
LOC5509252	unmethylated
LOC116616190	unmethylated
LOC5509253	unmethylated
LOC125568028	unmethylated
LOC5501505	unmethylated
LOC125568049	unmethylated
LOC5513304	unmethylated
LOC116617331	unmethylated
LOC5513301	unmethylated
LOC5513291	unmethylated
LOC125568050	unmethylated
LOC116609958	unmethylated
LOC116605101	unmethylated
LOC116618779	unmethylated
LOC116618744	unmethylated
LOC125568052	unmethylated
LOC116618750	unmethylated
LOC116618769	unmethylated
LOC5513327	unmethylated
LOC116614117	unmethylated
LOC5506344	unmethylated
LOC125567897	unmethylated
LOC125568054	unmethylated
LOC125567963	unmethylated
LOC125568055	unmethylated
LOC125567988	unmethylated
LOC125567982	unmethylated
LOC125568056	unmethylated
LOC125567969	unmethylated
LOC125568058	unmethylated
LOC125567985	unmethylated
LOC125568059	unmethylated
LOC125567983	unmethylated
LOC125568274	unmethylated
LOC125568427	unmethylated
LOC125568275	unmethylated
LOC125568276	unmethylated
LOC116607810	unmethylated
LOC125568277	unmethylated
LOC5502447	unmethylated
LOC5502446	unmethylated
LOC5502444	unmethylated
LOC5511915	unmethylated
LOC5511917	unmethylated
LOC116605569	unmethylated
LOC125568278	unmethylated
LOC5511935	unmethylated
LOC5511964	unmethylated
LOC5500217	unmethylated
LOC5511969	unmethylated
LOC5511940	unmethylated
LOC5500044	unmethylated
LOC125556716	unmethylated
LOC116618061	unmethylated
LOC5511942	unmethylated
LOC5499430	unmethylated
LOC5511944	unmethylated
LOC5511977	unmethylated
LOC5511945	unmethylated
LOC5511946	unmethylated
LOC5511952	unmethylated
LOC5511983	unmethylated
LOC116618037	unmethylated
LOC5511984	unmethylated
LOC5511957	unmethylated
LOC125568361	unmethylated
LOC116609570	unmethylated
LOC116609569	unmethylated
LOC116609568	unmethylated
LOC116609575	unmethylated
LOC5502096	unmethylated
LOC116609577	unmethylated
LOC5508030	unmethylated
LOC5508014	unmethylated
LOC116615095	unmethylated
LOC5508021	unmethylated
LOC116615103	unmethylated
LOC125568343	unmethylated
LOC5508020	unmethylated
LOC5508009	unmethylated
LOC5508016	unmethylated
LOC5508000	unmethylated
LOC5508005	unmethylated
LOC5508007	unmethylated
LOC5507997	unmethylated
LOC5508006	unmethylated
LOC5507996	unmethylated
LOC5507988	unmethylated
LOC5507995	unmethylated
LOC125556739	unmethylated
LOC5507994	unmethylated
LOC5507990	unmethylated
LOC5508004	unmethylated
LOC5498266	unmethylated
LOC5514886	unmethylated
LOC125568281	unmethylated
LOC5514936	unmethylated
LOC5514938	unmethylated
LOC116619582	unmethylated
LOC5514947	unmethylated
LOC5514903	unmethylated
LOC5514904	unmethylated
LOC116619611	unmethylated
LOC116619636	unmethylated
LOC116619605	unmethylated
LOC5514906	unmethylated
LOC5496463	unmethylated
LOC125556797	unmethylated
LOC5514908	unmethylated
LOC5514909	unmethylated
LOC5514911	unmethylated
LOC125568349	unmethylated
LOC5514956	unmethylated
LOC5514915	unmethylated
LOC5514958	unmethylated
LOC5514963	unmethylated
LOC116619579	unmethylated
LOC5514924	unmethylated
LOC116619635	unmethylated
LOC5514926	unmethylated
LOC116619601	unmethylated
LOC116619600	unmethylated
LOC5514971	unmethylated
LOC5514972	unmethylated
LOC125568309	unmethylated
LOC5514932	unmethylated
LOC116619588	unmethylated
LOC116619587	unmethylated
LOC5509717	unmethylated
LOC5509745	unmethylated
LOC5509714	unmethylated
LOC125568283	unmethylated
LOC116616672	unmethylated
LOC5509740	unmethylated
LOC5509738	unmethylated
LOC5509711	unmethylated
LOC116616653	unmethylated
LOC5509710	unmethylated
LOC5509735	unmethylated
LOC116616658	unmethylated
LOC5509709	unmethylated
LOC116616645	unmethylated
LOC5509730	unmethylated
LOC5509706	unmethylated
LOC116616654	unmethylated
LOC116616636	unmethylated
LOC116616634	unmethylated
LOC5509687	unmethylated
LOC116616656	unmethylated
LOC5509690	unmethylated
LOC5509684	unmethylated
LOC5504314	unmethylated
LOC5504315	unmethylated
LOC5500286	unmethylated
LOC116606487	unmethylated
LOC5507133	unmethylated
LOC5501541	unmethylated
LOC125556711	unmethylated
LOC125568284	unmethylated
LOC125568367	unmethylated
LOC125568285	unmethylated
LOC5501543	unmethylated
LOC116608822	unmethylated
LOC5501549	unmethylated
LOC116611760	unmethylated
LOC5507457	unmethylated
LOC116611769	unmethylated
LOC5504047	unmethylated
LOC116611770	unmethylated
LOC116611771	unmethylated
LOC116611761	unmethylated
LOC5504035	unmethylated
LOC116611768	unmethylated
LOC5504042	unmethylated
LOC125568287	unmethylated
LOC5504040	unmethylated
LOC5504031	unmethylated
LOC5504038	unmethylated
LOC125568219	unmethylated
LOC5507024	unmethylated
LOC5507023	unmethylated
LOC5507027	unmethylated
LOC5506998	unmethylated
LOC5506999	unmethylated
LOC5507011	unmethylated
LOC116614457	unmethylated
LOC5507006	unmethylated
LOC5507015	unmethylated
LOC5507005	unmethylated
LOC5507001	unmethylated
LOC5507021	unmethylated
LOC5507002	unmethylated
LOC5516035	unmethylated
LOC125568290	unmethylated
LOC116614447	unmethylated
LOC5507022	unmethylated
LOC125568291	unmethylated
LOC5507000	unmethylated
LOC116614450	unmethylated
LOC116614455	unmethylated
LOC116614453	unmethylated
LOC116604047	unmethylated
LOC5520697	unmethylated
LOC116604080	unmethylated
LOC5520693	unmethylated
LOC5520684	unmethylated
LOC5520687	unmethylated
LOC5520703	unmethylated
LOC5520706	unmethylated
LOC5520707	unmethylated
LOC116604086	unmethylated
LOC5520708	unmethylated
LOC116604085	unmethylated
LOC5520805	unmethylated
LOC5520709	unmethylated
LOC5520808	unmethylated
LOC5520713	unmethylated
LOC5520812	unmethylated
LOC5520715	unmethylated
LOC5520820	unmethylated
LOC5520822	unmethylated
LOC5520824	unmethylated
LOC125568331	unmethylated
LOC116604074	unmethylated
LOC5520832	unmethylated
LOC5520834	unmethylated
LOC5520721	unmethylated
LOC116604066	unmethylated
LOC5520835	unmethylated
LOC5520836	unmethylated
LOC5520838	unmethylated
LOC5520839	unmethylated
LOC5520840	unmethylated
LOC5520841	unmethylated
LOC5520728	unmethylated
LOC5520731	unmethylated
LOC5520842	unmethylated
LOC5520843	unmethylated
LOC125568292	unmethylated
LOC5520736	unmethylated
LOC125568293	unmethylated
LOC125568294	unmethylated
LOC5520845	unmethylated
LOC5520847	unmethylated
LOC5520740	unmethylated
LOC5520742	unmethylated
LOC5520848	unmethylated
LOC5520850	unmethylated
LOC5520851	unmethylated
LOC5520746	unmethylated
LOC5520748	unmethylated
LOC116604069	unmethylated
LOC116604073	unmethylated
LOC5520856	unmethylated
LOC116613796	unmethylated
LOC116609366	unmethylated
LOC116609369	unmethylated
LOC5520751	unmethylated
LOC5520752	unmethylated
LOC125568296	unmethylated
LOC5520857	unmethylated
LOC116604958	unmethylated
LOC5520859	unmethylated
LOC5520860	unmethylated
LOC5520758	unmethylated
LOC5520865	unmethylated
LOC5520760	unmethylated
LOC116604025	unmethylated
LOC116604070	unmethylated
LOC5520866	unmethylated
LOC5520764	unmethylated
LOC5520868	unmethylated
LOC5520869	unmethylated
LOC5520765	unmethylated
LOC5520766	unmethylated
LOC5520871	unmethylated
LOC5520872	unmethylated
LOC5520771	unmethylated
LOC5520773	unmethylated
LOC125568297	unmethylated
LOC5520876	unmethylated
LOC116604055	unmethylated
LOC5520779	unmethylated
LOC116604056	unmethylated
LOC5520879	unmethylated
LOC5520782	unmethylated
LOC5520880	unmethylated
LOC5520783	unmethylated
LOC5520784	unmethylated
LOC5520786	unmethylated
LOC5520881	unmethylated
LOC116614691	unmethylated
LOC5520792	unmethylated
LOC5520887	unmethylated
LOC5520888	unmethylated
LOC116604009	unmethylated
LOC5520794	unmethylated
LOC5498078	unmethylated
LOC5520892	unmethylated
LOC5520800	unmethylated
LOC125568298	unmethylated
LOC5504449	unmethylated
LOC5504448	unmethylated
LOC5504446	unmethylated
LOC5504465	unmethylated
LOC116612139	unmethylated
LOC5504462	unmethylated
LOC5504445	unmethylated
LOC5504442	unmethylated
LOC116612144	unmethylated
LOC5504439	unmethylated
LOC116612146	unmethylated
LOC5504454	unmethylated
LOC5504436	unmethylated
LOC116618611	unmethylated
LOC5513049	unmethylated
LOC5513014	unmethylated
LOC5513013	unmethylated
LOC5513048	unmethylated
LOC116618592	unmethylated
LOC5513012	unmethylated
LOC125568242	unmethylated
LOC5513044	unmethylated
LOC5513006	unmethylated
LOC5513042	unmethylated
LOC5513039	unmethylated
LOC5513004	unmethylated
LOC5513000	unmethylated
LOC5513032	unmethylated
LOC5513031	unmethylated
LOC116618621	unmethylated
LOC116618622	unmethylated
LOC5513029	unmethylated
LOC116618594	unmethylated
LOC5512988	unmethylated
LOC5512987	unmethylated
LOC5513027	unmethylated
LOC5513022	unmethylated
LOC5512981	unmethylated
LOC116618598	unmethylated
LOC125568325	unmethylated
LOC116618581	unmethylated
LOC5512977	unmethylated
LOC116618583	unmethylated
LOC5512980	unmethylated
LOC5512976	unmethylated
LOC5512962	unmethylated
LOC116618617	unmethylated
LOC5512965	unmethylated
LOC5512975	unmethylated
LOC125568300	unmethylated
LOC116611362	unmethylated
LOC125568270	unmethylated
LOC116611365	unmethylated
LOC5503394	unmethylated
LOC5503393	unmethylated
LOC5503397	unmethylated
LOC5503396	unmethylated
LOC5503387	unmethylated
LOC5503389	unmethylated
LOC5503386	unmethylated
LOC5504188	unmethylated
LOC5504193	unmethylated
LOC5504175	unmethylated
LOC5504192	unmethylated
LOC125568228	unmethylated
LOC116611840	unmethylated
LOC5504167	unmethylated
LOC125568229	unmethylated
LOC116611839	unmethylated
LOC116611845	unmethylated
LOC5504187	unmethylated
LOC5504182	unmethylated
LOC5504169	unmethylated
LOC5504173	unmethylated
LOC116602290	unmethylated
LOC5518949	unmethylated
LOC5518996	unmethylated
LOC5518995	unmethylated
LOC5518943	unmethylated
LOC5518993	unmethylated
LOC5518992	unmethylated
LOC5518940	unmethylated
LOC5518990	unmethylated
LOC5518989	unmethylated
LOC5518988	unmethylated
LOC5518982	unmethylated
LOC116602305	unmethylated
LOC5518931	unmethylated
LOC5518978	unmethylated
LOC5518976	unmethylated
LOC125568301	unmethylated
LOC5518974	unmethylated
LOC116602324	unmethylated
LOC125568319	unmethylated
LOC116609194	unmethylated
LOC5518923	unmethylated
LOC5518972	unmethylated
LOC5518971	unmethylated
LOC116612537	unmethylated
LOC125568266	unmethylated
LOC5518968	unmethylated
LOC5518966	unmethylated
LOC125568436	unmethylated
LOC116616791	unmethylated
LOC125568435	unmethylated
LOC5518964	unmethylated
LOC5518963	unmethylated
LOC5518915	unmethylated
LOC116602321	unmethylated
LOC5518909	unmethylated
LOC116602297	unmethylated
LOC5518958	unmethylated
LOC5518904	unmethylated
LOC116602319	unmethylated
LOC116602315	unmethylated
LOC116602318	unmethylated
LOC116602317	unmethylated
LOC116602314	unmethylated
LOC5518903	unmethylated
LOC5518902	unmethylated
LOC5518901	unmethylated
LOC5518954	unmethylated
LOC116615625	unmethylated
LOC5518951	unmethylated
LOC5518875	unmethylated
LOC116602330	unmethylated
LOC116602326	unmethylated
LOC5518888	unmethylated
LOC5518871	unmethylated
LOC5507136	unmethylated
LOC5507125	unmethylated
LOC5507121	unmethylated
LOC5507101	unmethylated
LOC5507100	unmethylated
LOC116614507	unmethylated
LOC125568305	unmethylated
LOC116614511	unmethylated
LOC5507119	unmethylated
LOC116614509	unmethylated
LOC116614505	unmethylated
LOC125568306	unmethylated
LOC5507110	unmethylated
LOC116614508	unmethylated
LOC5507116	unmethylated
LOC5507114	unmethylated
LOC5507112	unmethylated
LOC5507099	unmethylated
LOC5507098	unmethylated
LOC5504962	unmethylated
LOC5504955	unmethylated
LOC5504972	unmethylated
LOC116605408	unmethylated
LOC5499475	unmethylated
LOC5499474	unmethylated
LOC116612546	unmethylated
LOC5504968	unmethylated
LOC5504971	unmethylated
LOC116612539	unmethylated
LOC5498201	unmethylated
LOC5504965	unmethylated
LOC5504958	unmethylated
LOC125568307	unmethylated
LOC116605794	unmethylated
LOC5504813	unmethylated
LOC5504802	unmethylated
LOC5504803	unmethylated
LOC116612435	unmethylated
LOC5504811	unmethylated
LOC5504806	unmethylated
LOC5504804	unmethylated
LOC5504797	unmethylated
LOC5504791	unmethylated
LOC116612434	unmethylated
LOC116612438	unmethylated
LOC5504786	unmethylated
LOC5510755	unmethylated
LOC5510756	unmethylated
LOC5510742	unmethylated
LOC125568308	unmethylated
LOC116617332	unmethylated
LOC116617335	unmethylated
LOC5510750	unmethylated
LOC116617349	unmethylated
LOC116617327	unmethylated
LOC116617326	unmethylated
LOC5510731	unmethylated
LOC5510768	unmethylated
LOC5510769	unmethylated
LOC5510758	unmethylated
LOC5510773	unmethylated
LOC5510760	unmethylated
LOC5510761	unmethylated
LOC5510762	unmethylated
LOC5510774	unmethylated
LOC5510777	unmethylated
LOC5510780	unmethylated
LOC5510781	unmethylated
LOC116617346	unmethylated
LOC116617322	unmethylated
LOC5510766	unmethylated
LOC5510767	unmethylated
LOC5505796	unmethylated
LOC5505793	unmethylated
LOC116613568	unmethylated
LOC5505038	unmethylated
LOC5505039	unmethylated
LOC116612823	unmethylated
LOC125568422	unmethylated
LOC116612819	unmethylated
LOC5505053	unmethylated
LOC116612822	unmethylated
LOC116612821	unmethylated
LOC5505042	unmethylated
LOC5505043	unmethylated
LOC116612837	unmethylated
LOC5505054	unmethylated
LOC5505051	unmethylated
LOC5508222	unmethylated
LOC5508217	unmethylated
LOC116603277	unmethylated
LOC116615403	unmethylated
LOC5508209	unmethylated
LOC116615405	unmethylated
LOC5508201	unmethylated
LOC116615421	unmethylated
LOC5508238	unmethylated
LOC125556791	unmethylated
LOC5508224	unmethylated
LOC5508225	unmethylated
LOC5508227	unmethylated
LOC5508228	unmethylated
LOC5508247	unmethylated
LOC125568320	unmethylated
LOC116615426	unmethylated
LOC125568395	unmethylated
LOC116615419	unmethylated
LOC5508236	unmethylated
LOC116615416	unmethylated
LOC5508237	unmethylated
LOC5508252	unmethylated
LOC5503264	unmethylated
LOC125568239	unmethylated
LOC116610935	unmethylated
LOC116610936	unmethylated
LOC125556697	unmethylated
LOC5503265	unmethylated
LOC116610933	unmethylated
LOC116610940	unmethylated
LOC5503268	unmethylated
LOC5503271	unmethylated
LOC5503261	unmethylated
LOC5503262	unmethylated
LOC125568221	unmethylated
LOC5502506	unmethylated
LOC5502507	unmethylated
LOC5502491	unmethylated
LOC5507861	unmethylated
LOC5507875	unmethylated
LOC5507873	unmethylated
LOC5507857	unmethylated
LOC5507878	unmethylated
LOC5507862	unmethylated
LOC5507864	unmethylated
LOC5507881	unmethylated
LOC5507882	unmethylated
LOC116615013	unmethylated
LOC116615016	unmethylated
LOC125568332	unmethylated
LOC116615017	unmethylated
LOC5507868	unmethylated
LOC5507867	unmethylated
LOC5507889	unmethylated
LOC116615007	unmethylated
LOC125568399	unmethylated
LOC116615008	unmethylated
LOC125568338	unmethylated
LOC125568375	unmethylated
LOC125556796	unmethylated
LOC116607167	unmethylated
LOC116611447	unmethylated
LOC125568261	unmethylated
LOC125568400	unmethylated
LOC116615031	unmethylated
LOC116615018	unmethylated
LOC5507893	unmethylated
LOC5507894	unmethylated
LOC5507895	unmethylated
LOC125568401	unmethylated
LOC116608845	unmethylated
LOC5501590	unmethylated
LOC5501589	unmethylated
LOC116608848	unmethylated
LOC5503060	unmethylated
LOC116610620	unmethylated
LOC5503054	unmethylated
LOC5503053	unmethylated
LOC116610618	unmethylated
LOC125556794	unmethylated
LOC116615656	unmethylated
LOC5503066	unmethylated
LOC5503046	unmethylated
LOC116610622	unmethylated
LOC116610623	unmethylated
LOC116610625	unmethylated
LOC125556795	unmethylated
LOC125568269	unmethylated
LOC116618025	unmethylated
LOC116618012	unmethylated
LOC5511899	unmethylated
LOC5511866	unmethylated
LOC5511898	unmethylated
LOC5511864	unmethylated
LOC5511895	unmethylated
LOC116618001	unmethylated
LOC5511892	unmethylated
LOC116611990	unmethylated
LOC5511887	unmethylated
LOC5511885	unmethylated
LOC5511852	unmethylated
LOC116618002	unmethylated
LOC5511851	unmethylated
LOC125568323	unmethylated
LOC116618019	unmethylated
LOC5511880	unmethylated
LOC5511879	unmethylated
LOC5511878	unmethylated
LOC116617998	unmethylated
LOC5511843	unmethylated
LOC5511831	unmethylated
LOC5511848	unmethylated
LOC5511835	unmethylated
LOC125568224	unmethylated
LOC5511845	unmethylated
LOC5511836	unmethylated
LOC125556789	unmethylated
LOC125568223	unmethylated
LOC125568222	unmethylated
LOC5500783	unmethylated
LOC125568402	unmethylated
LOC116607446	unmethylated
LOC125568403	unmethylated
LOC5500786	unmethylated
LOC116609941	unmethylated
LOC125568404	unmethylated
LOC5502513	unmethylated
LOC5502510	unmethylated
LOC5502516	unmethylated
LOC116609936	unmethylated
LOC116609934	unmethylated
LOC116604591	unmethylated
LOC5502512	unmethylated
LOC5502520	unmethylated
LOC5502519	unmethylated
LOC5501003	unmethylated
LOC5501002	unmethylated
LOC5501001	unmethylated
LOC116620183	unmethylated
LOC116620188	unmethylated
LOC5499622	unmethylated
LOC5516031	unmethylated
LOC5516068	unmethylated
LOC116620157	unmethylated
LOC5516029	unmethylated
LOC116620162	unmethylated
LOC125568353	unmethylated
LOC125568407	unmethylated
LOC125568355	unmethylated
LOC125568352	unmethylated
LOC125568408	unmethylated
LOC125568351	unmethylated
LOC116620176	unmethylated
LOC116620174	unmethylated
LOC5516064	unmethylated
LOC116620180	unmethylated
LOC5516054	unmethylated
LOC5516017	unmethylated
LOC116620179	unmethylated
LOC5516014	unmethylated
LOC5516010	unmethylated
LOC5499337	unmethylated
LOC116605212	unmethylated
LOC5516006	unmethylated
LOC5516001	unmethylated
LOC116620150	unmethylated
LOC116620149	unmethylated
LOC5500056	unmethylated
LOC125568409	unmethylated
LOC125568251	unmethylated
LOC116620145	unmethylated
LOC116618647	unmethylated
LOC5500606	unmethylated
LOC5510699	unmethylated
LOC125568414	unmethylated
LOC116617291	unmethylated
LOC5510710	unmethylated
LOC5510691	unmethylated
LOC5509353	unmethylated
LOC116616247	unmethylated
LOC116616248	unmethylated
LOC5509355	unmethylated
LOC5510708	unmethylated
LOC116617277	unmethylated
LOC5510717	unmethylated
LOC5500460	unmethylated
LOC125568417	unmethylated
LOC116617288	unmethylated
LOC116617286	unmethylated
LOC5510729	unmethylated
LOC125568328	unmethylated
LOC116613027	unmethylated
LOC125570177	unmethylated
LOC5505184	unmethylated
LOC5505197	unmethylated
LOC116610679	unmethylated
LOC125556710	unmethylated
LOC116610674	unmethylated
LOC125570178	unmethylated
LOC116610670	unmethylated
LOC125570179	unmethylated
LOC5503106	unmethylated
LOC116607202	unmethylated
LOC116609231	unmethylated
LOC125570180	unmethylated
LOC116607198	unmethylated
LOC116601948	unmethylated
LOC5500511	unmethylated
LOC116607006	unmethylated
LOC5514118	unmethylated
LOC5508390	unmethylated
LOC116615504	unmethylated
LOC116615517	unmethylated
LOC125570182	unmethylated
LOC116613569	unmethylated
LOC125570185	unmethylated
LOC116610255	unmethylated
LOC125570076	unmethylated
LOC116605331	unmethylated
LOC125570186	unmethylated
LOC125570077	unmethylated
LOC125570075	unmethylated
LOC125570078	unmethylated
LOC5508413	unmethylated
LOC125570188	unmethylated
LOC116615520	unmethylated
LOC116618187	unmethylated
LOC5508412	unmethylated
LOC5508400	unmethylated
